"","logW","E.logW","gap","SE.sim","W","K","Simulation"
"170",11.6095161994638,12.3348033610163,0.725287161552544,0.0102075964809314,"2.525",2,6
"171",11.5725306517453,12.3138083977109,0.741277745965546,0.0104586663309076,"2.525",3,6
"172",11.5514009684807,12.2945517817147,0.743150813233978,0.0111928749530033,"2.525",4,6
"173",11.5341643882997,12.2764488349446,0.742284446644875,0.0111582165845252,"2.525",5,6
"174",11.5192834885745,12.2594000112987,0.740116522724248,0.0114336345586038,"2.525",6,6
"175",11.7069813915244,12.3635161381094,0.656534746585045,0.00991820078278338,"3",1,6
"176",11.6095161994638,12.3356823889434,0.726166189479589,0.00991604889384789,"3",2,6
"177",11.5725306517453,12.3143931411436,0.741862489398281,0.0105152330911294,"3",3,6
"178",11.5514009684807,12.2941912792136,0.742790310732952,0.0104893599594675,"3",4,6
"179",11.5341643882997,12.2755380007809,0.741373612481244,0.0109847810848607,"3",5,6
"180",11.5192834885745,12.2579874348906,0.738703946316166,0.0110379296401098,"3",6,6
"181",11.6807308480432,12.3026450963786,0.621914248335401,0.00926145767546592,"1.1",1,7
"182",11.6059054876371,12.2739907732524,0.66808528561527,0.00941900348208016,"1.1",2,7
"183",11.581034856989,12.2586915834762,0.677656726487175,0.00922899886786727,"1.1",3,7
"184",11.5576475515552,12.2441637583722,0.686516206816938,0.00926435819756774,"1.1",4,7
"185",11.5351167654068,12.2292928002607,0.694176034853953,0.00973747619454971,"1.1",5,7
"186",11.5097206552775,12.21353528421,0.7038146289325,0.0104071884832309,"1.1",6,7
"187",11.6807308480432,12.3054234556459,0.624692607602688,0.0107957830745192,"1.575",1,7
"188",11.5966521155503,12.276836416158,0.680184300607726,0.0113728001203818,"1.575",2,7
"189",11.5615186300934,12.259055394916,0.697536764822567,0.0114773025934356,"1.575",3,7
"190",11.5451428742576,12.2408742464269,0.695731372169314,0.0109797067830093,"1.575",4,7
"191",11.527372038959,12.2237905631458,0.69641852418679,0.0109626765618294,"1.575",5,7
"192",11.5075113691261,12.2069412251705,0.699429856044455,0.0109286014551536,"1.575",6,7
"193",11.6807308480432,12.3030084725634,0.622277624520168,0.0105559387738275,"2.05",1,7
"194",11.5850746426541,12.2737493210032,0.688674678349116,0.0106852038566976,"2.05",2,7
"195",11.5567429295317,12.25561833221,0.698875402678292,0.0103757008935675,"2.05",3,7
"196",11.5407663335299,12.2374610754323,0.696694741902387,0.0112558576802567,"2.05",4,7
"197",11.5231014264208,12.2201681045975,0.697066678176702,0.0109711405953041,"2.05",5,7
"198",11.504830170046,12.2033131953984,0.698483025352409,0.0113742430058472,"2.05",6,7
"199",11.6807308480432,12.3013117050265,0.620580856983278,0.010657687925232,"2.525",1,7
"200",11.5850746426541,12.2722240411522,0.687149398498031,0.0106835803901489,"2.525",2,7
"201",11.5567429295317,12.2538988751041,0.697155945572373,0.0107823466863984,"2.525",3,7
"202",11.535259040707,12.2358442917964,0.700585251089327,0.0105225850998473,"2.525",4,7
"203",11.5174957078159,12.2184271554928,0.700931447676854,0.0109797245316277,"2.525",5,7
"204",11.4947629160456,12.2007025431561,0.705939627110528,0.0114381037215667,"2.525",6,7
"205",11.6807308480432,12.3009704113606,0.620239563317313,0.00904148790773092,"3",1,7
"206",11.5850746426541,12.2715533843405,0.68647874168637,0.00942518704110501,"3",2,7
"207",11.5567429295317,12.2505584160783,0.693815486546596,0.00902929741390588,"3",3,7
"208",11.535259040707,12.231540517656,0.69628147694895,0.00932854463545316,"3",4,7
"209",11.5165905726447,12.2145473509986,0.697956778353911,0.00975210274613421,"3",5,7
"210",11.4938369593265,12.1974293488574,0.703592389530895,0.0100744616337779,"3",6,7
"211",11.7062436937328,12.3338555358676,0.62761184213476,0.00916432295781997,"1.1",1,8
"212",11.6139687229609,12.3078627165864,0.693893993625489,0.00985269698850505,"1.1",2,8
"213",11.5900501225609,12.2933041807544,0.703254058193512,0.0103775040735694,"1.1",3,8
"214",11.5749540504421,12.2790588056564,0.704104755214304,0.0102136356960143,"1.1",4,8
"215",11.5491514993208,12.2621961497955,0.713044650474785,0.0102179042998311,"1.1",5,8
"216",11.5327881941075,12.2458775228227,0.713089328715224,0.0105427043679802,"1.1",6,8
